Wavelength(um) Flux(uJy) Error(uJy)
3.3193740844726562 8.431371457052496 0.1252633319299221
3.3313827514648438 8.61953675423555 0.12412190275486461
3.3433496952056885 8.91933136531356 0.13151278418023615
3.3552744388580322 8.853120371911164 0.12937758546699038
3.367156744003296 9.205397579594113 0.13030157861881483
3.3789987564086914 9.081985606519055 0.13732253330123878
3.390798568725586 9.437774443156217 0.14008082256677637
3.4025580883026123 9.535283204049648 0.1396544892766583
3.4142777919769287 9.095206515083156 0.1398242826626412
3.4259541034698486 9.317761753794153 0.13909200214119485
3.4375884532928467 9.939312911572593 0.14204796095473887
3.4491844177246094 9.293685589717251 0.14022336532572535
3.460740327835083 nan 0.1432902266377038
3.4722583293914795 10.472257598442145 0.1476051902734153
3.483738899230957 10.125623930256172 0.15107285713171648
3.495181083679199 10.44977305096657 0.15230322657221687
3.5065853595733643 10.404303961119886 0.15046013604195801
3.517953395843506 10.973929316176518 0.15085071786742824
3.529284954071045 10.374926149986889 0.16719065353490448
3.540578842163086 10.778867903015431 0.1686588471033926
3.5518369674682617 11.040779757076715 0.15998090290041211
3.5630598068237305 10.981183780410282 0.15977994134123305
3.574247360229492 11.132364721157687 0.16054097357874036
3.5853986740112305 11.296260342401414 0.15625257542219687
3.59651517868042 10.761934802795489 0.1624329779217303
3.607597589492798 11.189090700361575 0.16399203915187666
3.618645668029785 10.928204539253962 0.1693942634446862
3.62965989112854 11.06955037266665 0.17177016894777877
3.640639543533325 11.44671985839885 0.1673213513662398
3.6515860557556152 11.179639187377479 0.16528869082446862
3.6625006198883057 11.015674306341477 0.16782405787436339
3.6733832359313965 11.009206940729838 0.1694695680226145
3.6842334270477295 10.781944598238905 0.1677140809656542
3.6950504779815674 11.255209231835414 0.16704372493206782
3.7058353424072266 11.64391772297466 0.1795309629659541
3.716588258743286 11.477714159343858 0.18854104973724148
3.7273099422454834 11.12810855079064 0.17953247468485825
3.7380001544952393 11.124680339665963 0.17979175760122326
3.748659372329712 11.400071506577149 0.1788079830107489
3.7592878341674805 11.188367655872199 0.18182922367498644
3.7698850631713867 11.125808234230938 0.1739236639808333
3.780451774597168 11.210215283164118 0.18432753864834267
3.7909884452819824 11.170251604275096 0.18011509954650903
3.8119723796844482 10.957664939258931 0.17717515707416695
3.8224198818206787 11.362847331387382 0.18742885997713704
3.832838296890259 10.902444397712294 0.19505412581987053
3.8432278633117676 11.259752718754585 0.19180506110195478
3.853588342666626 11.070573589148891 0.1897091036729467
3.8639204502105713 10.757492236119603 0.18092522174477593
3.8742241859436035 10.474762802916533 0.18925771514037001
3.8844995498657227 9.71455885071869 0.19161289140472945
3.8947489261627197 10.302659111338158 0.19587559203496396
3.904973030090332 10.162768377951517 0.20473504409841117
3.9151694774627686 11.059808104059297 0.18790068675878813
3.9253387451171875 10.373879576657181 0.19682779804098782
3.935480833053589 10.78922850678375 0.20132791845778056
3.9455957412719727 11.0170801648821 0.19786359227987557
3.955683946609497 10.512086915270874 0.2009195175210636
3.965745687484741 10.224131872750473 0.20415568472686751
3.975780725479126 9.994361243084915 0.22400011866571826
3.9857897758483887 9.787794064088006 0.20148101426043025
3.99577260017395 10.119761325091883 0.20002061146342306
4.005729675292969 10.56107997949534 0.20606510083708768
4.015660762786865 9.800931692236764 0.20681304098433959
4.025566577911377 11.297075996390667 0.2052391268555921
4.035447120666504 10.260412827441183 0.21316005455277273
4.045302391052246 10.56821091705524 0.21306420120416908
4.055132865905762 10.08172337488756 0.2104499080749782
4.064938545227051 10.382262755676734 0.2187277629584933
4.074719429016113 9.606073292066938 0.2185589331838465
4.084475994110107 10.494710818465645 0.21065530488283585
4.094208240509033 9.490099758808109 0.21742014326869313
4.103915691375732 9.47011128029429 0.21643073287877718
4.11359977722168 9.591525816139852 0.22507705192666047
4.123259544372559 9.3549242439979 0.2195161782385109
4.132894515991211 9.942136718864475 0.21971425112668505
4.142506122589111 10.011476449854277 0.2639591660359676
4.15209436416626 10.044282654971717 0.2272248785299649
4.1616597175598145 8.876003684382233 0.2132272569301062
4.171201705932617 9.512441877732495 0.22645369844338717
4.180720806121826 9.13383427037088 0.24776806747401872
4.1902174949646 8.948368613991207 0.22735788261497666
4.1996917724609375 8.697073116112204 0.24398925681621841
4.209143161773682 8.699753984817379 0.23420593257960826
4.218571662902832 8.43957869744641 0.24986040837852827
4.227978706359863 9.552290959726268 0.2291010226843984
4.237363338470459 9.382757079398838 0.2343587189834643
4.2467265129089355 8.33273173648437 0.2393554394072246
4.256067752838135 8.460511078859959 0.2342557778505549
4.265387535095215 8.75101296790871 0.23844581040298227
4.274686336517334 8.621359923860503 0.24263656482281998
4.283963203430176 8.374349832252983 0.2451102979314905
4.29321813583374 8.399724448685845 0.2832139443381147
4.302452564239502 7.858859787934776 0.2397445999158803
4.311666488647461 7.620643890877064 0.24091011915774257
4.320859432220459 8.912879761588753 0.2499012023718528
4.330031871795654 8.066855854406604 0.24616201502526364
4.339183807373047 7.650363340962899 0.24477758691722593
4.3483147621154785 7.29952835125652 0.25021094733567806
4.357425212860107 8.590428055713081 0.24823045106452835
4.366514682769775 8.585442081268372 0.3850908810581666
4.375583648681641 7.811741499696476 0.24620410813925686
4.3846330642700195 7.050618389899435 0.2677715383749452
4.393661975860596 8.235073637340026 0.25533286772232583
4.4026713371276855 7.135121882364625 0.2641058019491189
4.411661148071289 7.589884022287279 0.2613636922862498
4.4206318855285645 8.032161278669154 0.2584006072485295
4.429583549499512 6.902841584686573 0.2631240520454434
4.438514709472656 7.209304633286674 0.2598181199470944
4.447427272796631 7.620127888989751 0.26648643720794485
4.4563212394714355 7.659113152303761 0.2611592083112542
4.465196132659912 6.887688064090622 0.2701239510064339
4.474052429199219 6.722275416153812 0.2669609403487265
4.482889175415039 7.74865425807082 0.3433165902955725
4.491707801818848 7.112220557881406 0.2689104887894804
4.5005083084106445 6.195873285108481 0.2718522940209705
4.50929069519043 6.748032486517234 0.2685542109901616
4.5180535316467285 7.408825818177541 0.27000625064380457
4.526798725128174 5.774144932554031 0.2665712426252452
4.535526275634766 5.199247209188718 0.27429643998616604
4.544236183166504 5.830176931056286 0.2767195935690082
4.552927494049072 6.105767395833007 0.28684715590649157
4.561600685119629 6.392342052242958 0.287758680403177
4.570257186889648 5.376760645410366 0.31798140417966014
4.5788960456848145 5.950943854935444 0.2860918114918642
4.587516784667969 6.279692388903197 0.2964896305523105
4.596120357513428 5.893168080023269 0.30346065185538224
4.604709148406982 6.520491325011093 0.2902739604287924
4.613279342651367 5.611096308176827 0.29135013052621034
4.621832847595215 4.409824035900342 0.29922212788295904
4.630370140075684 5.313730325684209 0.2967299512042087
4.638889789581299 6.166668629093361 0.29896286556645313
4.647392272949219 5.176682024248631 0.31194680993198953
4.65587854385376 4.220383501045606 0.31437857763187554
4.66434907913208 5.986380365443262 0.32046803175397326
4.6728010177612305 6.194654081828273 0.31353824858836443
4.681237697601318 4.8521352929735215 0.3111448085840933
4.689658164978027 5.675670895298083 0.3243232165716773
4.698061466217041 5.696661510697111 0.31456034258225807
4.706449031829834 6.035433541145092 0.3280151935375503
4.714820861816406 5.544836055660223 0.3115197820030241
4.723176002502441 6.552308719894669 0.3196669752897935
4.731515407562256 5.392105424974785 0.32068884653145774
4.73983907699585 4.7682833849197905 0.3414220440047176
4.7481465339660645 5.278097807222663 0.33194766295877465
4.756438255310059 5.636806566342468 0.33167230653476526
4.764715194702148 6.164458906737973 0.3434047024676653
4.772975444793701 5.062490898129998 0.35523641761319774
4.781220436096191 4.430973308129462 0.3943308522974019
4.7894511222839355 4.556494808059501 0.3402388408983902
4.797665119171143 3.9273271670057013 0.3483570395906436
4.805864334106445 4.683008110148126 0.3412539893833941
4.814048767089844 6.02874552225452 0.38737720742699583
4.822216987609863 6.109642173295271 0.36361534115468513
4.830370903015137 5.480442233227171 0.34491893149742764
4.838508605957031 5.731564181852029 0.3659834130294404
4.846631050109863 4.5983903790644245 0.3592949959401399
4.854739189147949 4.168695512778869 0.3555483840564102
4.8628315925598145 4.824983084504702 0.36515078922665145
4.870910167694092 4.737631932550148 0.36291982125363564
4.878973960876465 4.046270746400504 0.3766914558872331
4.887022972106934 6.3185654350326015 0.38692237430027887
4.8950581550598145 3.7254167175299595 0.39801026813841967
4.903078079223633 4.699306510759227 0.3840124637310978
4.911084175109863 3.7426827648003087 0.3839203352527502
4.919076442718506 3.7117881314126233 0.3863854729709428
4.927053928375244 4.703214953520512 0.39828514710656243
4.9350175857543945 5.800749167728384 0.406673071965976
4.942966938018799 5.187318409873356 0.41057058485757975
4.950902462005615 6.33660010520196 0.4325617433934633
4.958824634552002 5.362391443295959 0.4097685543141819
4.966732025146484 7.013101784767466 0.4019602713245336
4.974626541137695 4.877071001757881 0.4240612777464482
4.982506275177002 3.7554480397950476 0.41042739017915036
4.990373134613037 5.882741526539714 0.41787093391514113
4.998226165771484 4.8664509756903005 0.4138219855615479
5.006065845489502 5.31349639706603 0.4345936361832006
5.01389217376709 5.624387394984027 0.5348854129105639
5.021704196929932 4.480345315442674 0.45820793758251693
5.029504299163818 3.9596725234248034 0.4814583986855271
5.037290096282959 6.199828349127169 0.4961219206848562
5.045063018798828 5.417029386987494 0.44926899978105533
5.052822589874268 6.50110340301617 0.4490991018912593
5.0605692863464355 3.7189330397885287 0.45343499816864097
5.068303108215332 6.047529357176767 0.4656931192443902
5.076024532318115 4.8772409287924425 0.4732193309421483
5.083733081817627 4.215746538834946 0.49892850200844546
5.091428279876709 2.123268164601677 0.47209218109080137
5.099111080169678 4.0679838977542495 0.47767150643632794
5.106780529022217 5.8794669373474875 0.5246781579846069
5.114438533782959 4.986584582350462 0.5056616096562687
5.122082233428955 4.780431676663627 0.5104066159376689
5.1297149658203125 5.357210628029183 0.5102432205996533
5.137333869934082 5.794411545766009 0.5268838226371615
5.144941329956055 4.642925325201567 0.5416318954492745
5.152535438537598 5.360896516743551 0.5259245751959764
5.160118103027344 3.5303012864301033 0.522489355607055
5.16768741607666 5.093696748513711 0.5489726993916609
5.17524528503418 3.776178077395534 0.561691475818835
5.182790756225586 4.373786796901573 0.5396175501603762
5.190323829650879 nan 0.5441801958113524
5.197844982147217 nan 0.5708623648018774
5.2053542137146 4.016738214496971 0.5384700492073159
5.212851047515869 5.410366206590341 0.5406348315956252
5.220336437225342 4.761744643387207 0.5710115180787314
5.227809429168701 nan 0.5722442985861181
5.235270977020264 nan 0.559774654639008
5.242720603942871 nan 0.5768812755263218
5.250158786773682 5.856684723498529 0.5733378109675136
5.257584571838379 4.140720884628012 0.5582937448122139
5.2649993896484375 4.625346134330316 0.5773776922282117
5.272401809692383 3.750222512401952 0.5851076644173846
5.279793739318848 5.562022788559204 0.5819905361378017
5.287173271179199 nan 0.6245022612587591
