This file contains the downward and upward spectral flux (per wavelength) at TOA and the secondary eclipse depth (= planet to star flux ratio).
Spectral fluxes given in [erg s^-1 cm^-3].
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_down_at_TOA   F_up_at_TOA     planet/star flux ratio  
229     0.729730165       0.728515971          0.00242838657      1.03491e+09     2.68409e+11     0.390933                
230     0.732162598       0.730944358          0.00243648119      1.02157e+09     2.73004e+11     0.402817                
231     0.73460314        0.733380839          0.0024446028       1.0084e+09      2.77601e+11     0.41495                 
232     0.737051818       0.735825442          0.00245275147      9.95402e+08     2.82658e+11     0.428026                
233     0.739508657       0.738278193          0.00246092731      9.82568e+08     2.8739e+11      0.440876                
234     0.741973686       0.740739121          0.0024691304       9.699e+08       2.91811e+11     0.453506                
235     0.744446931       0.743208251          0.00247736084      9.57393e+08     2.96332e+11     0.466548                
236     0.746928421       0.745685612          0.00248561871      9.45046e+08     3.00916e+11     0.479954                
237     0.749418183       0.748171231          0.0024939041       9.32858e+08     3.05749e+11     0.494035                
238     0.751916243       0.750665135          0.00250221712      9.20826e+08     3.10563e+11     0.50837                 
239     0.754422631       0.753167352          0.00251055784      9.08948e+08     3.1566e+11      0.523466                
240     0.756937373       0.75567791           0.00251892637      8.97222e+08     3.20656e+11     0.5387                  
241     0.759460497       0.758196836          0.00252732279      8.85647e+08     3.25657e+11     0.554253                
242     0.761992032       0.760724159          0.0025357472       8.7422e+08      3.30628e+11     0.570068                
243     0.764532006       0.763259906          0.00254419969      8.62939e+08     3.35286e+11     0.585657                
244     0.767080446       0.765804106          0.00255268035      8.51803e+08     3.40473e+11     0.602493                
245     0.769637381       0.768356786          0.00256118929      8.4081e+08      3.45675e+11     0.619695                
246     0.772202839       0.770917975          0.00256972658      8.29957e+08     3.42387e+11     0.621827                
247     0.774776848       0.773487702          0.00257829234      8.19244e+08     3.50041e+11     0.644041                
248     0.777359437       0.776065994          0.00258688665      8.08668e+08     3.56717e+11     0.664908                
249     0.779950636       0.778652881          0.0025955096       7.98228e+08     3.61905e+11     0.683401                
250     0.782550471       0.78124839           0.0026041613       7.87922e+08     3.69184e+11     0.706265                
251     0.785158973       0.783852552          0.00261284184      7.77748e+08     3.74013e+11     0.724862                
252     0.787776169       0.786465394          0.00262155131      7.67705e+08     3.8013e+11      0.746356                
253     0.79040209        0.789086945          0.00263028982      7.57791e+08     3.82443e+11     0.760721                
254     0.793036763       0.791717235          0.00263905745      7.48003e+08     3.84443e+11     0.774704                
255     0.795680219       0.794356292          0.00264785431      7.38342e+08     3.92609e+11     0.801513                
256     0.798332487       0.797004146          0.00265668049      7.28804e+08     3.98965e+11     0.825148                
257     0.800993595       0.799660827          0.00266553609      7.19389e+08     4.04897e+11     0.848376                
258     0.803663574       0.802326363          0.00267442121      7.10095e+08     4.11717e+11     0.873958                
259     0.806342452       0.805000784          0.00268333595      7.0092e+08      4.1834e+11      0.899641                
260     0.80903026        0.80768412           0.0026922804       6.91863e+08     4.22287e+11     0.920018                
261     0.811727028       0.810376401          0.00270125467      6.82922e+08     4.27064e+11     0.942606                
262     0.814432785       0.813077655          0.00271025885      6.74096e+08     4.34023e+11     0.970508                
263     0.817147561       0.815787914          0.00271929305      6.65383e+08     4.40958e+11     0.998927                
264     0.819871386       0.818507207          0.00272835736      6.56783e+08     4.46729e+11     1.02525                 
265     0.82260429        0.821235564          0.00273745188      6.48292e+08     4.53989e+11     1.05556                 
266     0.825346305       0.823973016          0.00274657672      6.39911e+08     4.60642e+11     1.08506                 
267     0.828097459       0.826719593          0.00275573198      6.31638e+08     4.65219e+11     1.11019                 
268     0.830857784       0.829475325          0.00276491775      6.23471e+08     4.71823e+11     1.1407                  
269     0.83362731        0.832240243          0.00277413414      6.15409e+08     4.785e+11       1.172                   
270     0.836406068       0.835014377          0.00278338126      6.07451e+08     4.84934e+11     1.20332                 
271     0.839194088       0.837797758          0.00279265919      5.99595e+08     4.91862e+11     1.2365                  
272     0.841991401       0.840590417          0.00280196806      5.91839e+08     4.9834e+11      1.2692                  
273     0.844798039       0.843392385          0.00281130795      5.84184e+08     5.04345e+11     1.30133                 
274     0.847614033       0.846203693          0.00282067898      5.76627e+08     5.10885e+11     1.33548                 
275     0.850439413       0.849024372          0.00283008124      5.69167e+08     5.17564e+11     1.37067                 
276     0.853274211       0.851854454          0.00283951485      5.61804e+08     5.23911e+11     1.40566                 
277     0.856118458       0.854693968          0.00284897989      5.54535e+08     5.30812e+11     1.44285                 
278     0.858972187       0.857542948          0.00285847649      5.47359e+08     5.37122e+11     1.47914                 
279     0.861835427       0.860401425          0.00286800475      5.40276e+08     5.44132e+11     1.51809                 
280     0.864708212       0.86326943           0.00287756477      5.33284e+08     5.50574e+11     1.5562                  
281     0.867590573       0.866146994          0.00288715665      5.26382e+08     5.57001e+11     1.59501                 
282     0.870482541       0.869034151          0.0028967805       5.19568e+08     5.63885e+11     1.6359                  
283     0.87338415        0.871930932          0.00290643644      5.12843e+08     5.70608e+11     1.67711                 
284     0.87629543        0.874837368          0.00291612456      5.06204e+08     5.59989e+11     1.66748                 
285     0.879216415       0.877753493          0.00292584498      4.9965e+08      5.72878e+11     1.72824                 
286     0.882147136       0.880679338          0.00293559779      4.93181e+08     5.80447e+11     1.77404                 
287     0.885087627       0.883614935          0.00294538312      4.86795e+08     5.86149e+11     1.81497                 
288     0.888037919       0.886560318          0.00295520106      4.80492e+08     5.91259e+11     1.85481                 
