This file contains the downward and upward spectral flux (per wavelength) at TOA and the secondary eclipse depth (= planet to star flux ratio).
Spectral fluxes given in [erg s^-1 cm^-3].
bin     cent_lambda[um]   low_int_lambda[um]   delta_lambda[um]   F_down_at_TOA   F_up_at_TOA     planet/star flux ratio  
267     0.828097459       0.826719593          0.00275573198      6.31638e+08     1.35597e+12     3.23587                 
268     0.830857784       0.829475325          0.00276491775      6.23471e+08     1.40098e+12     3.38706                 
269     0.83362731        0.832240243          0.00277413414      6.15409e+08     1.4355e+12      3.51599                 
270     0.836406068       0.835014377          0.00278338126      6.07451e+08     1.47086e+12     3.6498                  
271     0.839194088       0.837797758          0.00279265919      5.99595e+08     1.51019e+12     3.79648                 
272     0.841991401       0.840590417          0.00280196806      5.91839e+08     1.54206e+12     3.9274                  
273     0.844798039       0.843392385          0.00281130795      5.84184e+08     1.51195e+12     3.90118                 
274     0.847614033       0.846203693          0.00282067898      5.76627e+08     1.51985e+12     3.97294                 
275     0.850439413       0.849024372          0.00283008124      5.69167e+08     1.57614e+12     4.17411                 
276     0.853274211       0.851854454          0.00283951485      5.61804e+08     1.58737e+12     4.25895                 
277     0.856118458       0.854693968          0.00284897989      5.54535e+08     1.63668e+12     4.44879                 
278     0.858972187       0.857542948          0.00285847649      5.47359e+08     1.6432e+12      4.52509                 
279     0.861835427       0.860401425          0.00286800475      5.40276e+08     1.69928e+12     4.74088                 
280     0.864708212       0.86326943           0.00287756477      5.33284e+08     1.69538e+12     4.79199                 
281     0.867590573       0.866146994          0.00288715665      5.26382e+08     1.68787e+12     4.83333                 
282     0.870482541       0.869034151          0.0028967805       5.19568e+08     1.73984e+12     5.04749                 
283     0.87338415        0.871930932          0.00290643644      5.12843e+08     1.76536e+12     5.18869                 
284     0.87629543        0.874837368          0.00291612456      5.06204e+08     1.68006e+12     5.00272                 
285     0.879216415       0.877753493          0.00292584498      4.9965e+08      1.74996e+12     5.27922                 
286     0.882147136       0.880679338          0.00293559779      4.93181e+08     1.76684e+12     5.40007                 
287     0.885087627       0.883614935          0.00294538312      4.86795e+08     1.62818e+12     5.04154                 
288     0.888037919       0.886560318          0.00295520106      4.80492e+08     1.62481e+12     5.09711                 
289     0.890998045       0.889515519          0.00296505173      4.74269e+08     1.73834e+12     5.52483                 
290     0.893968039       0.892480571          0.00297493524      4.68127e+08     1.79056e+12     5.76544                 
291     0.896947932       0.895455506          0.00298485169      4.62064e+08     1.79225e+12     5.84662                 
292     0.899937759       0.898440358          0.00299480119      4.56079e+08     1.77836e+12     5.87744                 
293     0.902937551       0.901435159          0.00300478386      4.50171e+08     1.86173e+12     6.23373                 
294     0.905947343       0.904439943          0.00301479981      4.44339e+08     1.68155e+12     5.70433                 
295     0.908967168       0.907454743          0.00302484914      4.38582e+08     1.71346e+12     5.88887                 
296     0.911997058       0.910479592          0.00303493197      4.32899e+08     1.84013e+12     6.40723                 
